specialty_name,diagnosis_name,diagnosis_relevance,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,mapping_quality,evidence_interpretation,notes,treatment_role_evidence
内分泌/代谢,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",primary_specialty_disease,insulin | calcium carbonate,insulin | calcium carbonate,acetaminophen | docusate sodium | ibuprofen | bisacodyl | dextrose 50%,single_specialty_cooccurrence,insulin(30) | calcium carbonate(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy
内分泌/代谢,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",primary_specialty_disease,insulin | insulin human regular,insulin | insulin human regular,acetaminophen | bisacodyl | d10w | dextrose 50% | docusate sodium,single_specialty_cooccurrence,insulin(55) | insulin human regular(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",primary_specialty_disease,insulin | calcium carbonate | insulin human regular | levothyroxine sodium,insulin | calcium carbonate,ketorolac | acetaminophen | naloxone | oxycodone (immediate release) | bisacodyl,single_specialty_cooccurrence,insulin(31) | calcium carbonate(4) | insulin human regular(1) | levothyroxine sodium(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",primary_specialty_disease,insulin,insulin,magnesium oxide | metoprolol tartrate | magnesium sulfate | lisinopril | metformin (glucophage),single_specialty_cooccurrence,insulin(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with other circulatory complications,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Type 2 diabetes mellitus with other skin complications,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Type 2 diabetes mellitus with other skin ulcer,primary_specialty_disease,insulin,insulin,acetaminophen | bisacodyl | dextrose 50% | glucagon | glucose gel,single_specialty_cooccurrence,insulin(13),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with other specified complication,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Type 2 diabetes mellitus with unspecified complications,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,primary_specialty_disease,insulin,insulin,levetiracetam | magnesium oxide | acetaminophen | bisacodyl | citalopram,single_specialty_cooccurrence,insulin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,primary_specialty_disease,insulin | levothyroxine sodium | calcium carbonate | toujeo solostar u-300 insulin,insulin | levothyroxine sodium,vancomycin | oxycodone (immediate release) | acetaminophen | dextrose 50% | glucagon,single_specialty_cooccurrence,insulin(147) | levothyroxine sodium(3) | calcium carbonate(1) | toujeo solostar u-300 insulin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy | toujeo solostar u-300 insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus without complications,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Unspecified adrenocortical insufficiency,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Unspecified protein-calorie malnutrition,primary_specialty_disease,insulin | calcium carbonate | levothyroxine sodium | cyanocobalamin | methylprednisolone sodium succ,insulin | calcium carbonate,lorazepam | acetaminophen | ondansetron | oxycodone (immediate release) | potassium chloride,single_specialty_cooccurrence,insulin(7) | calcium carbonate(5) | levothyroxine sodium(3) | cyanocobalamin(2) | methylprednisolone sodium succ(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | cyanocobalamin:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy
内分泌/代谢,Unspecified severe protein-calorie malnutrition,primary_specialty_disease,insulin | prednisone | sodium bicarbonate | levothyroxine sodium | calcium carbonate,insulin | prednisone,potassium chloride | acetaminophen | lorazepam | ondansetron | senna,single_specialty_cooccurrence,insulin(81) | prednisone(32) | sodium bicarbonate(16) | levothyroxine sodium(15) | calcium carbonate(9),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | prednisone:disease_directed_therapy | sodium bicarbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy
内分泌/代谢,"Vitamin A deficiency, unspecified",primary_specialty_disease,sodium bicarbonate | cyanocobalamin | levothyroxine sodium,sodium bicarbonate | cyanocobalamin,pancrelipase 5000 | docusate sodium | escitalopram oxalate | influenza vaccine quadrivalent | senna,single_specialty_cooccurrence,sodium bicarbonate(8) | cyanocobalamin(3) | levothyroxine sodium(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,sodium bicarbonate:disease_directed_therapy | cyanocobalamin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,"Vitamin B deficiency, unspecified",primary_specialty_disease,cyanocobalamin,cyanocobalamin,hydroxyurea | acetaminophen | allopurinol | aspirin | dasatinib,single_specialty_cooccurrence,cyanocobalamin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,cyanocobalamin:disease_directed_therapy
内分泌/代谢,"Vitamin D deficiency, unspecified",primary_specialty_disease,insulin | levothyroxine sodium | calcium carbonate | prednisone | hydrocortisone na succ.,insulin | levothyroxine sodium,acetaminophen | lorazepam | ondansetron | vitamin d | heparin,single_specialty_cooccurrence,insulin(183) | levothyroxine sodium(38) | calcium carbonate(37) | prednisone(22) | hydrocortisone na succ.(16),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy | prednisone:disease_directed_therapy | hydrocortisone na succ.:disease_directed_therapy
内分泌/代谢,"Volume depletion, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Wernicke's encephalopathy,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Wilson's disease,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,von Gierke disease,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
